,Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
8762,Air India,Kolkata,Banglore,1,10623,1615.0,17,30,20,25,May,Saturday
8763,Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,April,Thursday
8764,Jet Airways,Kolkata,Banglore,1,14781,400.0,14,5,20,45,May,Thursday
8765,Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,May,Wednesday
8766,IndiGo,Delhi,Cochin,1,5684,480.0,17,30,1,30,June,Thursday
8767,Jet Airways,Kolkata,Banglore,1,14388,1655.0,5,45,9,20,May,Saturday
8768,SpiceJet,Banglore,Delhi,0,5515,170.0,9,30,12,20,April,Thursday
8769,Jet Airways,Kolkata,Banglore,1,12692,1540.0,20,25,22,5,June,Sunday
8770,Jet Airways,Kolkata,Banglore,1,9314,575.0,9,35,19,10,May,Wednesday
8771,SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,June,Saturday
8772,SpiceJet,Kolkata,Banglore,0,4807,140.0,22,20,0,40,April,Sunday
8773,Multiple carriers,Delhi,Cochin,1,14848,615.0,9,0,19,15,June,Thursday
8774,IndiGo,Delhi,Cochin,1,6171,425.0,5,5,12,10,April,Wednesday
8775,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,13,15,14,45,June,Monday
8776,Jet Airways,Kolkata,Banglore,1,10539,690.0,9,35,21,5,June,Wednesday
8777,Air Asia,Banglore,Delhi,0,4483,165.0,11,10,13,55,June,Saturday
8778,Multiple carriers,Delhi,Cochin,1,8371,795.0,6,0,19,15,March,Wednesday
8779,Jet Airways,Delhi,Cochin,1,15764,870.0,13,55,4,25,March,Wednesday
8780,Jet Airways,Kolkata,Banglore,1,10844,425.0,16,30,23,35,May,Sunday
8781,Air India,Kolkata,Banglore,2,11642,765.0,16,50,5,35,May,Saturday
8782,IndiGo,Banglore,Delhi,0,4423,170.0,4,0,6,50,April,Friday
8783,Vistara,Banglore,Delhi,0,4878,170.0,9,45,12,35,June,Saturday
8784,SpiceJet,Mumbai,Hyderabad,0,2227,90.0,13,15,14,45,May,Thursday
8785,Jet Airways,Kolkata,Banglore,1,10844,1545.0,16,30,18,15,May,Wednesday
8786,Air Asia,Kolkata,Banglore,0,4107,150.0,19,55,22,25,April,Wednesday
8787,Vistara,Kolkata,Banglore,1,11262,1660.0,7,10,10,50,March,Sunday
8788,Jet Airways,Delhi,Cochin,1,10262,1355.0,14,0,12,35,June,Monday
8789,Jet Airways,Banglore,Delhi,0,4544,175.0,15,15,18,10,May,Saturday
8790,Jet Airways,Banglore,Delhi,0,6144,185.0,18,55,22,0,May,Friday
8791,GoAir,Banglore,New Delhi,0,5706,175.0,7,45,10,40,March,Friday
8792,Jet Airways,Banglore,New Delhi,1,5853,390.0,5,50,12,20,March,Friday
8793,Jet Airways,Kolkata,Banglore,2,10118,860.0,6,30,20,50,May,Tuesday
8794,Air India,Kolkata,Banglore,2,14687,1200.0,9,25,5,25,May,Wednesday
8795,Multiple carriers,Delhi,Cochin,1,9254,465.0,11,30,19,15,May,Monday
8796,Jet Airways,Delhi,Cochin,2,10368,1125.0,9,40,4,25,June,Saturday
8797,Jet Airways,Kolkata,Banglore,1,14571,400.0,14,5,20,45,June,Thursday
8798,Jet Airways,Banglore,Delhi,0,7229,175.0,15,15,18,10,June,Saturday
8799,IndiGo,Delhi,Cochin,1,6093,860.0,6,40,21,0,June,Thursday
8800,Multiple carriers,Delhi,Cochin,1,16023,780.0,8,0,21,0,March,Saturday
8801,IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Thursday
8802,Jet Airways,Kolkata,Banglore,1,8824,1015.0,6,30,23,25,March,Sunday
8803,IndiGo,Delhi,Cochin,1,7060,345.0,2,0,7,45,March,Saturday
8804,Jet Airways,Kolkata,Banglore,1,14231,1160.0,13,55,9,15,March,Sunday
8805,Jet Airways,Banglore,Delhi,0,4544,185.0,18,55,22,0,April,Wednesday
8806,Jet Airways,Delhi,Cochin,1,16289,1665.0,15,5,18,50,March,Saturday
8807,IndiGo,Kolkata,Banglore,0,6565,165.0,10,10,12,55,March,Sunday
8808,IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Friday
8809,Air India,Delhi,Cochin,1,7480,765.0,20,40,9,25,May,Monday
8810,Vistara,Kolkata,Banglore,1,9922,1065.0,17,0,10,45,May,Sunday
8811,Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,May,Monday
8812,Jet Airways,Delhi,Cochin,2,14300,995.0,20,0,12,35,June,Saturday
8813,Jet Airways,Delhi,Cochin,1,12242,1570.0,2,15,4,25,March,Wednesday
8814,Multiple carriers,Delhi,Cochin,1,10678,455.0,11,25,19,0,June,Monday
8815,Multiple carriers,Delhi,Cochin,1,9450,780.0,8,0,21,0,May,Monday
8816,IndiGo,Kolkata,Banglore,0,4174,160.0,21,25,0,5,April,Saturday
8817,Jet Airways,Banglore,Delhi,0,4544,180.0,7,10,10,10,April,Saturday
8818,IndiGo,Kolkata,Banglore,1,5386,280.0,17,35,22,15,May,Wednesday
8819,Jet Airways,Delhi,Cochin,2,15129,1430.0,19,10,19,0,May,Friday
8820,IndiGo,Delhi,Cochin,1,6412,490.0,14,20,22,30,June,Saturday
8821,Jet Airways,Delhi,Cochin,2,15339,1760.0,23,5,4,25,June,Thursday
8822,Jet Airways,Banglore,New Delhi,0,7229,165.0,2,0,4,45,March,Sunday
8823,Vistara,Banglore,Delhi,0,4878,170.0,9,45,12,35,June,Saturday
8824,Air Asia,Kolkata,Banglore,0,3807,155.0,10,20,12,55,April,Saturday
8825,Jet Airways,Delhi,Cochin,1,12373,1145.0,17,30,12,35,May,Saturday
8826,Jet Airways,Kolkata,Banglore,1,14571,570.0,14,5,23,35,June,Thursday
8827,Jet Airways,Delhi,Cochin,1,10262,520.0,19,45,4,25,June,Wednesday
8828,Jet Airways,Delhi,Cochin,1,10577,1325.0,20,55,19,0,June,Sunday
8829,Vistara,Mumbai,Hyderabad,1,12395,1560.0,20,55,22,55,March,Wednesday
8830,SpiceJet,Kolkata,Banglore,0,3841,155.0,6,55,9,30,April,Saturday
8831,Air Asia,Delhi,Cochin,1,8759,470.0,7,55,15,45,June,Monday
8832,IndiGo,Delhi,Cochin,1,7738,645.0,4,45,15,30,March,Thursday
8833,IndiGo,Delhi,Cochin,1,7503,630.0,15,0,1,30,May,Saturday
8834,IndiGo,Delhi,Cochin,1,5883,845.0,11,25,1,30,June,Monday
8835,Jet Airways,Kolkata,Banglore,1,12692,800.0,20,25,9,45,June,Wednesday
8836,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,April,Monday
8837,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,5,45,7,15,May,Monday
8838,Air India,Delhi,Cochin,2,8603,1180.0,12,0,7,40,June,Wednesday
8839,Jet Airways,Banglore,Delhi,0,5769,175.0,11,10,14,5,June,Friday
8840,Jet Airways,Kolkata,Banglore,1,12681,1400.0,18,55,18,15,April,Monday
8841,SpiceJet,Banglore,Delhi,0,3625,160.0,5,55,8,35,June,Monday
8842,IndiGo,Delhi,Cochin,1,8854,975.0,9,15,1,30,May,Thursday
8843,IndiGo,Mumbai,Hyderabad,0,2754,90.0,2,35,4,5,May,Wednesday
8844,Air India,Delhi,Cochin,1,8372,555.0,10,0,19,15,June,Wednesday
8845,Jet Airways,Delhi,Cochin,1,10262,1235.0,16,0,12,35,June,Wednesday
8846,Air India,Chennai,Kolkata,0,10810,135.0,11,40,13,55,March,Sunday
8847,IndiGo,Chennai,Kolkata,0,3540,145.0,5,15,7,40,June,Saturday
8848,Jet Airways,Banglore,Delhi,0,8016,185.0,18,55,22,0,June,Thursday
8849,IndiGo,Banglore,New Delhi,0,6860,170.0,10,30,13,20,March,Saturday
8850,Air Asia,Delhi,Cochin,1,6451,340.0,16,45,22,25,April,Saturday
8851,Jet Airways,Kolkata,Banglore,1,13067,1120.0,20,25,15,5,May,Monday
8852,Jet Airways,Kolkata,Banglore,1,11467,1500.0,17,0,18,0,May,Monday
8853,Air India,Kolkata,Banglore,1,10203,795.0,10,0,23,15,May,Thursday
8854,Air Asia,Kolkata,Banglore,0,4082,150.0,22,50,1,20,March,Tuesday
8855,Air India,Delhi,Cochin,2,13276,500.0,10,55,19,15,May,Tuesday
8856,Jet Airways,Banglore,New Delhi,2,23001,420.0,8,55,15,55,March,Saturday
8857,Jet Airways,Kolkata,Banglore,1,10844,1550.0,18,55,20,45,June,Thursday
8858,IndiGo,Banglore,Delhi,0,4990,175.0,18,55,21,50,June,Thursday
8859,Jet Airways,Banglore,New Delhi,1,10037,550.0,5,50,15,0,March,Saturday
8860,Jet Airways,Kolkata,Banglore,1,14388,520.0,20,0,4,40,May,Monday
8861,IndiGo,Banglore,New Delhi,0,7303,170.0,16,55,19,45,March,Sunday
8862,Air India,Delhi,Cochin,2,12287,1305.0,21,30,19,15,March,Sunday
8863,Jet Airways,Kolkata,Banglore,1,10844,400.0,14,5,20,45,June,Thursday
8864,Jet Airways,Mumbai,Hyderabad,0,4995,90.0,10,20,11,50,May,Friday
8865,Multiple carriers,Delhi,Cochin,1,9794,440.0,11,40,19,0,May,Monday
8866,IndiGo,Kolkata,Banglore,1,4226,240.0,6,20,10,20,June,Thursday
8867,IndiGo,Delhi,Cochin,1,7318,845.0,11,30,1,35,March,Thursday
8868,Jet Airways,Kolkata,Banglore,1,8529,735.0,20,0,8,15,June,Wednesday
8869,Air India,Kolkata,Banglore,2,9416,1830.0,12,0,18,30,June,Wednesday
8870,Jet Airways,Delhi,Cochin,2,11507,1620.0,9,35,12,35,June,Monday
8871,Air India,Kolkata,Banglore,2,9920,970.0,16,45,8,55,April,Monday
8872,Multiple carriers,Delhi,Cochin,1,7038,540.0,7,10,16,10,May,Saturday
8873,GoAir,Delhi,Cochin,1,4959,355.0,7,0,12,55,June,Monday
8874,Jet Airways,Mumbai,Hyderabad,0,5678,85.0,7,5,8,30,June,Sunday
8875,Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,June,Sunday
8876,Jet Airways,Kolkata,Banglore,1,7064,425.0,16,30,23,35,April,Monday
8877,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,April,Saturday
8878,Jet Airways,Kolkata,Banglore,1,14571,365.0,16,30,22,35,May,Friday
8879,IndiGo,Kolkata,Banglore,0,4148,165.0,9,35,12,20,March,Wednesday
8880,Air India,Kolkata,Banglore,2,13873,920.0,10,0,1,20,May,Friday
8881,Jet Airways,Delhi,Cochin,1,10262,1415.0,13,0,12,35,June,Monday
8882,Jet Airways,Delhi,Cochin,2,15129,1430.0,19,10,19,0,May,Tuesday
8883,Multiple carriers,Delhi,Cochin,1,6645,830.0,11,40,1,30,April,Tuesday
8884,IndiGo,Kolkata,Banglore,0,4804,155.0,17,15,19,50,May,Wednesday
8885,IndiGo,Banglore,New Delhi,1,5746,245.0,11,20,15,25,March,Saturday
8886,GoAir,Delhi,Cochin,1,5199,460.0,5,55,13,35,June,Sunday
8887,IndiGo,Chennai,Kolkata,0,4332,140.0,19,35,21,55,March,Monday
8888,IndiGo,Delhi,Cochin,1,6416,575.0,11,25,21,0,June,Saturday
8889,Air India,Banglore,New Delhi,2,12935,575.0,6,45,16,20,March,Monday
8890,Jet Airways,Banglore,New Delhi,1,7832,685.0,8,55,20,20,March,Thursday
8891,Jet Airways,Kolkata,Banglore,1,8586,730.0,16,30,4,40,May,Wednesday
8892,Jet Airways,Banglore,Delhi,0,5769,175.0,15,15,18,10,June,Monday
8893,Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,May,Tuesday
8894,Vistara,Delhi,Cochin,0,12411,190.0,6,0,9,10,March,Wednesday
8895,Air India,Kolkata,Banglore,1,8366,745.0,9,25,21,50,June,Sunday
8896,Multiple carriers,Delhi,Cochin,1,7354,705.0,7,30,19,15,June,Monday
8897,Air India,Banglore,New Delhi,2,13576,665.0,11,5,22,10,March,Friday
8898,Multiple carriers,Delhi,Cochin,1,11622,585.0,9,15,19,0,June,Monday
8899,Air India,Kolkata,Banglore,2,12723,1045.0,5,50,23,15,June,Thursday
8900,Jet Airways,Kolkata,Banglore,1,13759,900.0,8,25,23,25,March,Sunday
8901,IndiGo,Delhi,Cochin,1,6412,380.0,16,10,22,30,May,Wednesday
8902,IndiGo,Delhi,Cochin,2,6494,765.0,8,35,21,20,March,Wednesday
8903,Jet Airways,Mumbai,Hyderabad,0,5678,90.0,15,50,17,20,March,Sunday
8904,Air India,Kolkata,Banglore,1,8891,1545.0,9,25,11,10,May,Sunday
8905,Jet Airways,Delhi,Cochin,1,17024,1260.0,21,50,18,50,March,Sunday
8906,Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Wednesday
8907,Jet Airways,Kolkata,Banglore,1,14571,1335.0,20,0,18,15,June,Sunday
8908,Jet Airways,Banglore,New Delhi,1,7832,495.0,7,0,15,15,March,Thursday
8909,Jet Airways,Kolkata,Banglore,1,14151,750.0,9,35,22,5,May,Thursday
8910,Multiple carriers,Delhi,Cochin,1,7154,510.0,10,45,19,15,March,Thursday
8911,Air Asia,Kolkata,Banglore,1,5192,710.0,7,35,19,25,April,Monday
8912,Multiple carriers,Delhi,Cochin,2,21483,630.0,15,5,1,35,March,Wednesday
8913,Jet Airways,Kolkata,Banglore,1,6812,730.0,16,30,4,40,June,Thursday
8914,IndiGo,Banglore,New Delhi,1,13292,300.0,19,35,0,35,March,Sunday
8915,IndiGo,Kolkata,Banglore,0,4174,155.0,22,15,0,50,April,Tuesday
8916,Jet Airways,Delhi,Cochin,2,11150,1045.0,19,10,12,35,June,Thursday
8917,IndiGo,Delhi,Cochin,1,5912,310.0,17,5,22,15,April,Wednesday
8918,Air India,Delhi,Cochin,1,8907,570.0,13,30,23,0,June,Thursday
8919,Air India,Banglore,New Delhi,1,8767,640.0,17,0,3,40,March,Saturday
8920,Jet Airways,Delhi,Cochin,1,12242,520.0,19,45,4,25,March,Wednesday
8921,Air India,Kolkata,Banglore,1,6327,580.0,19,0,4,40,May,Friday
8922,SpiceJet,Chennai,Kolkata,0,3543,135.0,9,45,12,0,May,Friday
8923,Multiple carriers,Delhi,Cochin,1,15058,675.0,8,0,19,15,June,Monday
8924,Jet Airways,Banglore,New Delhi,1,11087,1410.0,18,55,18,25,March,Tuesday
8925,Jet Airways,Kolkata,Banglore,1,13941,520.0,20,0,4,40,May,Thursday
8926,SpiceJet,Delhi,Cochin,1,7317,380.0,15,45,22,5,June,Saturday
8927,Jet Airways,Delhi,Cochin,2,15129,1430.0,19,10,19,0,May,Thursday
8928,Jet Airways,Kolkata,Banglore,1,9663,775.0,21,10,10,5,May,Friday
8929,IndiGo,Delhi,Cochin,1,5065,300.0,16,0,21,0,April,Wednesday
8930,Air India,Delhi,Cochin,1,8907,795.0,9,45,23,0,June,Thursday
8931,SpiceJet,Kolkata,Banglore,0,4148,150.0,9,0,11,30,March,Thursday
8932,Multiple carriers,Delhi,Cochin,1,13587,420.0,14,0,21,0,June,Sunday
8933,Jet Airways,Delhi,Cochin,1,10262,395.0,21,50,4,25,June,Thursday
8934,Jet Airways,Banglore,New Delhi,1,12284,1090.0,14,5,8,15,March,Monday
8935,Jet Airways,Kolkata,Banglore,1,14781,1285.0,18,55,16,20,May,Wednesday
8936,Jet Airways,Kolkata,Banglore,1,9663,1495.0,8,25,9,20,May,Saturday
8937,IndiGo,Banglore,New Delhi,0,19685,170.0,13,0,15,50,March,Friday
8938,Air India,Kolkata,Banglore,1,10203,795.0,10,0,23,15,May,Sunday
8939,Jet Airways,Kolkata,Banglore,1,13941,1330.0,6,30,4,40,May,Wednesday
8940,Air India,Banglore,New Delhi,0,25703,165.0,21,10,23,55,March,Friday
8941,Jet Airways,Delhi,Cochin,1,10262,865.0,14,0,4,25,June,Sunday
8942,SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Wednesday
8943,SpiceJet,Kolkata,Banglore,0,3841,150.0,14,55,17,25,April,Saturday
8944,Jet Airways,Delhi,Cochin,1,15554,450.0,11,30,19,0,May,Saturday
8945,Jet Airways,Kolkata,Banglore,1,10844,345.0,14,5,19,50,May,Friday
8946,Jet Airways,Kolkata,Banglore,1,12692,1285.0,17,0,14,25,June,Wednesday
8947,Jet Airways,Mumbai,Hyderabad,0,3210,90.0,19,35,21,5,June,Sunday
8948,Air India,Delhi,Cochin,2,9601,435.0,12,0,19,15,May,Wednesday
8949,Multiple carriers,Delhi,Cochin,1,13377,750.0,13,0,1,30,June,Saturday
8950,Jet Airways,Kolkata,Banglore,1,11134,1395.0,18,55,18,10,March,Sunday
8951,Multiple carriers,Delhi,Cochin,1,8055,725.0,8,55,21,0,March,Wednesday
8952,Jet Airways,Delhi,Cochin,1,12242,655.0,17,30,4,25,March,Wednesday
8953,Air India,Banglore,New Delhi,1,8425,1520.0,22,0,23,20,March,Saturday
8954,SpiceJet,Mumbai,Hyderabad,0,2753,90.0,5,45,7,15,June,Saturday
8955,SpiceJet,Banglore,Delhi,0,3311,175.0,21,10,0,5,May,Monday
8956,IndiGo,Kolkata,Banglore,1,4226,240.0,6,20,10,20,June,Wednesday
8957,Jet Airways,Banglore,New Delhi,1,26890,1210.0,8,55,5,5,March,Friday
8958,Multiple carriers,Delhi,Cochin,1,12524,780.0,6,0,19,0,June,Monday
8959,SpiceJet,Kolkata,Banglore,0,3847,150.0,17,15,19,45,March,Thursday
8960,Jet Airways,Kolkata,Banglore,1,12681,425.0,16,30,23,35,April,Monday
8961,Jet Airways,Delhi,Cochin,2,13882,1140.0,9,25,4,25,June,Thursday
8962,Jet Airways,Delhi,Cochin,2,15129,1615.0,9,40,12,35,May,Saturday
8963,Jet Airways,Kolkata,Banglore,1,10844,740.0,8,25,20,45,June,Thursday
8964,Jet Airways,Banglore,New Delhi,1,12547,650.0,21,25,8,15,March,Tuesday
8965,Jet Airways,Kolkata,Banglore,1,14178,585.0,18,55,4,40,June,Sunday
8966,IndiGo,Delhi,Cochin,1,14871,575.0,16,0,1,35,March,Sunday
8967,Jet Airways,Delhi,Cochin,2,10368,1125.0,9,40,4,25,June,Sunday
8968,Multiple carriers,Delhi,Cochin,1,15078,780.0,8,0,21,0,March,Wednesday
8969,IndiGo,Kolkata,Banglore,0,4804,160.0,21,25,0,5,May,Tuesday
8970,SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,May,Thursday
8971,SpiceJet,Kolkata,Banglore,0,3841,150.0,17,10,19,40,June,Monday
8972,GoAir,Delhi,Cochin,1,5457,355.0,7,0,12,55,June,Saturday
8973,Jet Airways,Kolkata,Banglore,1,14781,510.0,14,5,22,35,May,Sunday
8974,Jet Airways,Delhi,Cochin,1,15764,1260.0,21,50,18,50,March,Saturday
8975,Vistara,Banglore,Delhi,0,4668,170.0,9,45,12,35,June,Wednesday
8976,Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,June,Monday
8977,IndiGo,Delhi,Cochin,1,7191,860.0,6,40,21,0,May,Wednesday
8978,Jet Airways,Delhi,Cochin,1,15764,520.0,19,45,4,25,March,Wednesday
8979,Jet Airways,Kolkata,Banglore,1,14388,1315.0,14,5,12,0,May,Monday
8980,Jet Airways,Delhi,Cochin,1,6540,520.0,19,45,4,25,March,Wednesday
8981,SpiceJet,Banglore,Delhi,0,3625,170.0,9,30,12,20,June,Monday
8982,Multiple carriers,Delhi,Cochin,1,8266,705.0,7,30,19,15,May,Thursday
8983,SpiceJet,Kolkata,Banglore,1,10944,435.0,11,15,18,30,May,Saturday
8984,IndiGo,Delhi,Cochin,1,5073,300.0,16,0,21,0,March,Wednesday
8985,Jet Airways,Banglore,New Delhi,1,9134,400.0,5,45,12,25,March,Friday
8986,Vistara,Kolkata,Banglore,1,8085,1440.0,20,20,20,20,June,Wednesday
8987,Jet Airways,Banglore,New Delhi,1,22270,325.0,7,0,12,25,March,Wednesday
8988,Air India,Kolkata,Banglore,2,9836,1620.0,7,0,10,0,April,Monday
8989,IndiGo,Delhi,Cochin,1,14871,420.0,18,35,1,35,March,Sunday
8990,Jet Airways,Mumbai,Hyderabad,2,23528,605.0,6,30,16,35,March,Tuesday
8991,Jet Airways,Banglore,Delhi,0,8016,180.0,7,10,10,10,June,Thursday
8992,Jet Airways,Banglore,New Delhi,1,12284,550.0,7,0,16,10,March,Monday
8993,Multiple carriers,Delhi,Cochin,1,7005,900.0,6,0,21,0,June,Wednesday
8994,IndiGo,Kolkata,Banglore,0,4804,155.0,11,30,14,5,June,Monday
8995,IndiGo,Delhi,Cochin,1,6827,300.0,5,5,10,5,March,Wednesday
8996,Air India,Mumbai,Hyderabad,0,3100,80.0,6,20,7,40,May,Sunday
8997,Jet Airways,Mumbai,Hyderabad,0,2759,90.0,19,35,21,5,March,Friday
8998,Jet Airways,Kolkata,Banglore,1,13067,1480.0,20,25,21,5,May,Thursday
8999,GoAir,Banglore,Delhi,0,3898,165.0,20,55,23,40,April,Monday
9000,Jet Airways,Delhi,Cochin,2,10368,1125.0,9,40,4,25,June,Wednesday
9001,SpiceJet,Banglore,New Delhi,0,4273,170.0,5,45,8,35,March,Monday
9002,SpiceJet,Banglore,Delhi,0,3311,160.0,5,55,8,35,May,Friday
9003,Multiple carriers,Delhi,Cochin,1,15136,720.0,9,0,21,0,March,Wednesday
9004,Multiple carriers,Delhi,Cochin,1,6601,665.0,7,5,18,10,April,Tuesday
9005,Vistara,Kolkata,Banglore,1,8452,1580.0,20,20,22,40,May,Friday
9006,Jet Airways,Kolkata,Banglore,1,9314,1285.0,17,0,14,25,May,Wednesday
9007,IndiGo,Delhi,Cochin,1,6386,345.0,2,0,7,45,June,Saturday
9008,Multiple carriers,Delhi,Cochin,1,13377,840.0,11,30,1,30,June,Monday
9009,Jet Airways,Mumbai,Hyderabad,0,5678,90.0,2,55,4,25,March,Sunday
9010,Air Asia,Banglore,Delhi,0,4483,170.0,23,55,2,45,May,Saturday
9011,Jet Airways,Delhi,Cochin,1,12898,1355.0,14,0,12,35,May,Monday
9012,IndiGo,Banglore,New Delhi,0,7648,175.0,7,10,10,5,March,Sunday
9013,Jet Airways,Kolkata,Banglore,1,14571,1025.0,6,30,23,35,June,Sunday
9014,IndiGo,Mumbai,Hyderabad,0,4049,90.0,6,25,7,55,June,Thursday
9015,Air India,Banglore,New Delhi,2,11728,875.0,8,50,23,25,March,Monday
9016,SpiceJet,Kolkata,Banglore,0,3873,155.0,6,55,9,30,April,Thursday
9017,Air India,Delhi,Cochin,1,7480,765.0,20,40,9,25,May,Thursday
9018,Jet Airways,Banglore,Delhi,0,8541,180.0,19,50,22,50,June,Friday
9019,Jet Airways,Banglore,New Delhi,1,31825,755.0,22,50,11,25,March,Friday
9020,IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Saturday
9021,Jet Airways,Banglore,New Delhi,1,13817,1070.0,21,25,15,15,March,Tuesday
9022,Jet Airways,Kolkata,Banglore,1,14571,740.0,8,25,20,45,May,Friday
9023,Air Asia,Delhi,Cochin,1,6853,865.0,16,45,7,10,June,Saturday
9024,Jet Airways,Delhi,Cochin,2,16704,1760.0,23,5,4,25,May,Monday
9025,SpiceJet,Banglore,Delhi,0,3573,170.0,9,30,12,20,May,Monday
9026,Vistara,Kolkata,Banglore,1,9345,1550.0,17,0,18,50,May,Wednesday
9027,Jet Airways,Delhi,Cochin,2,13014,1375.0,5,30,4,25,June,Saturday
9028,Multiple carriers,Delhi,Cochin,1,13797,780.0,8,0,21,0,June,Wednesday
9029,Air India,Banglore,New Delhi,3,12358,1355.0,12,0,10,35,March,Sunday
9030,Multiple carriers,Delhi,Cochin,1,14086,440.0,18,15,1,35,March,Saturday
9031,IndiGo,Chennai,Kolkata,0,3597,140.0,19,35,21,55,May,Friday
9032,Jet Airways,Kolkata,Banglore,1,13731,800.0,18,55,8,15,May,Friday
9033,Jet Airways,Delhi,Cochin,1,12898,520.0,19,45,4,25,May,Tuesday
9034,Jet Airways,Delhi,Cochin,1,14714,745.0,16,0,4,25,June,Thursday
9035,Vistara,Banglore,Delhi,0,5403,170.0,11,30,14,20,April,Friday
9036,Jet Airways,Banglore,Delhi,0,5769,165.0,6,0,8,45,June,Monday
9037,Air Asia,Kolkata,Banglore,0,5620,155.0,10,20,12,55,March,Sunday
9038,IndiGo,Delhi,Cochin,0,5000,195.0,5,35,8,50,June,Tuesday
9040,Air India,Delhi,Cochin,2,10703,1855.0,12,20,19,15,March,Thursday
9041,Multiple carriers,Delhi,Cochin,1,13727,570.0,11,30,21,0,May,Saturday
9042,Jet Airways,Kolkata,Banglore,1,14388,800.0,20,0,9,20,May,Sunday
9043,Air India,Kolkata,Banglore,2,13033,920.0,10,0,1,20,June,Thursday
9044,Jet Airways,Banglore,New Delhi,1,22270,1420.0,8,0,7,40,March,Friday
9045,IndiGo,Delhi,Cochin,1,6769,345.0,21,50,3,35,May,Monday
9046,Air Asia,Kolkata,Banglore,2,5192,500.0,15,10,23,30,May,Friday
9047,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,2,55,4,20,May,Friday
9048,IndiGo,Chennai,Kolkata,0,8580,140.0,7,55,10,15,March,Friday
9049,Air India,Delhi,Cochin,1,7480,1255.0,12,30,9,25,June,Saturday
9050,Jet Airways,Banglore,Delhi,0,5198,180.0,8,20,11,20,April,Saturday
9051,Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Thursday
9052,Jet Airways,Mumbai,Hyderabad,0,8040,85.0,7,5,8,30,May,Monday
9053,Jet Airways,Delhi,Cochin,2,18909,1205.0,8,20,4,25,March,Saturday
9054,Air India,Kolkata,Banglore,2,12849,1345.0,7,0,5,25,April,Monday
9055,Air India,Delhi,Cochin,1,22798,1350.0,9,45,8,15,March,Friday
9056,Jet Airways,Kolkata,Banglore,1,14571,590.0,8,25,18,15,June,Thursday
9057,Jet Airways,Banglore,New Delhi,1,13502,1090.0,14,5,8,15,March,Wednesday
9058,SpiceJet,Chennai,Kolkata,0,3332,140.0,17,45,20,5,March,Wednesday
9059,Multiple carriers,Delhi,Cochin,1,7354,705.0,7,30,19,15,June,Thursday
9060,Multiple carriers,Delhi,Cochin,1,8073,660.0,10,0,21,0,May,Wednesday
9061,IndiGo,Mumbai,Hyderabad,0,4049,85.0,9,10,10,35,March,Thursday
9062,Jet Airways,Delhi,Cochin,1,15029,1570.0,2,15,4,25,March,Saturday
9063,Air India,Delhi,Cochin,2,10975,1420.0,9,45,9,25,June,Monday
9064,Multiple carriers,Delhi,Cochin,1,7038,920.0,7,10,22,30,June,Saturday
9065,Jet Airways,Delhi,Cochin,1,15554,660.0,8,0,19,0,May,Thursday
9066,Air India,Banglore,Delhi,0,5228,170.0,21,5,23,55,June,Wednesday
9067,IndiGo,Delhi,Cochin,1,5636,325.0,2,0,7,25,June,Saturday
9068,Air India,Delhi,Cochin,2,9653,1180.0,12,0,7,40,June,Thursday
9069,Jet Airways,Kolkata,Banglore,1,8586,910.0,18,55,10,5,May,Friday
9070,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,May,Tuesday
9071,Vistara,Kolkata,Banglore,1,9345,1625.0,20,20,23,25,May,Friday
9072,Jet Airways,Delhi,Cochin,2,9270,1925.0,10,45,18,50,March,Thursday
9073,Jet Airways,Delhi,Cochin,2,13292,810.0,5,30,19,0,June,Monday
9074,Jet Airways,Delhi,Cochin,2,8098,1570.0,17,35,19,45,March,Wednesday
9075,Air India,Delhi,Cochin,1,7952,1420.0,9,45,9,25,June,Thursday
9076,IndiGo,Delhi,Cochin,1,5883,415.0,18,35,1,30,June,Wednesday
